index,pe_ratio,pb_ratio,market_cap,return_on_asset_net_profit,du_return_on_equity,ev,earnings_per_share,revenue,total_expense,date,return
1290,000792.XSHE,24.3837,3.5523,52486803699.0,1.7903,3.5337,66137778659.5,0.3097,1545124637.18,909196276.08,2012-07-31,-0.07030252580284613
1291,000826.XSHE,32.6163,6.5046,11411892498.0,1.7622,4.1134,11041480553.5,0.162,327418692.14,249903932.08,2012-07-31,0.019644727145793774
1292,000839.XSHE,66.4887,1.791,10269945044.0,0.4067,0.7715,17670912769.0,0.0287,375544419.07,419290287.02,2012-07-31,-0.04416939691784976
1293,000858.XSHE,16.9438,5.0657,132858835200.0,8.359,12.3853,133600655755.0,0.804,8230651472.62,4041835235.48,2012-07-31,-0.06942945700838014
1294,000876.XSHE,10.7138,2.4916,27090269220.0,3.2648,5.636,37881687825.1,0.32,17265953728.4,16914160872.4,2012-07-31,-0.1289340701557375
1295,000895.XSHE,41.1382,18.2286,68415983948.0,1.8475,2.9072,43812437752.0,0.3114,9168300010.71,8498975099.36,2012-07-31,-0.09135100543946444
1296,000938.XSHE,46.6681,2.5528,2279244800.0,0.615,1.4655,3628361589.11,0.057,1193735186.54,1181592358.65,2012-07-31,0.05154178187824531
1297,000959.XSHE,-13.878,1.232,8929243432.0,-1.2406,-2.0055,16735451669.6,-0.0508,2921555123.68,3134268299.29,2012-07-31,-0.05647066653355968
1298,000961.XSHE,12.8704,2.153,12706090779.0,0.4103,2.5597,39181375073.0,0.12,1859377321.07,1657721653.57,2012-07-31,-0.10200964246503412
1299,000963.XSHE,30.726,7.6118,13568715319.0,2.4936,7.6511,15596587280.3,0.2802,3516113015.35,3320590041.14,2012-07-31,0.05694320648291159
1300,000983.XSHE,17.4511,2.907,45503328000.0,2.7987,6.9486,67051604657.7,0.3227,8062315775.3,6560129572.5,2012-07-31,-0.13227217853080536
1301,002007.XSHE,42.8504,5.5224,14036348928.0,5.3435,5.3606,13366875859.7,0.2263,274065826.4,101893074.96,2012-07-31,0.01969787853089818
1302,002008.XSHE,10.73,2.1356,5994836484.0,0.9845,1.9073,10083073849.0,0.0528,695363271.22,649905320.68,2012-07-31,0.3258007898200965
1303,002024.XSHE,11.5422,2.0571,47325306592.0,1.5613,4.1724,100641404694.0,0.14,22641020000.0,21434154000.0,2012-07-31,-0.06085416068179635
1304,002027.XSHE,-16.1331,1.7827,1061196257.0,-1.0443,-1.483,1480428415.51,-0.0294,250510817.47,259600881.06,2012-07-31,0.054096595145389705
1305,002044.XSHE,27.8265,4.6277,1693087500.0,0.8191,1.4069,2226046108.77,0.024,129105048.27,121756199.13,2012-07-31,0.08876124046910787
1306,002065.XSHE,23.2272,4.4254,11032575528.0,2.755,3.9581,11918240617.5,0.172,574021056.45,509495149.04,2012-07-31,0.100680342499418
1307,002074.XSHE,33.688,3.2988,1472068080.0,1.4371,2.6485,2041095553.88,0.05,101610507.91,90931567.53,2012-07-31,0.024109370322323125
1308,002081.XSHE,33.3111,8.8009,30123109781.0,2.714,6.2371,23770489229.5,0.3866,2370403455.25,2129798446.77,2012-07-31,-0.0712274338621927
1309,002142.XSHE,7.8,1.4383,29299616575.0,0.39299999999999996,5.377999999999999,271041489251.0,0.36,2402595000.0,1099491000.0,2012-07-31,-0.0570861607696532
1310,002146.XSHE,10.9003,2.7969,19148510931.0,0.7752,3.5754,39969396456.8,0.12,1813826111.29,1514856411.41,2012-07-31,-0.13489774514944947
1311,002153.XSHE,28.2344,6.6355,7576531200.0,3.1709,3.5843,8669450876.3,0.13,142364325.06,109214196.76,2012-07-31,-0.08201631167931091
1312,002174.XSHE,662.9844,5.051,1166964688.0,-0.6211,-1.2551,1437898893.48,-0.034,54331932.94,57443837.09,2012-07-31,-0.020592904028486868
1313,002230.XSHE,49.4782,6.1753,7467788551.0,1.3195,1.6628,9300796154.83,0.08,130067692.66,110728228.52,2012-07-31,0.45570035565704703
1314,002236.XSHE,40.6439,11.5927,19301200464.0,9.2036,14.243,18005529416.0,0.2,1296870812.88,1097639440.64,2012-07-31,0.09021659054073967
1315,002241.XSHE,43.7254,6.1427,28993692101.0,4.7856,9.2445,34126860620.0,0.22,2547890307.87,2163311697.78,2012-07-31,0.08359416174588327
1316,002252.XSHE,32.0729,7.1178,6022080000.0,2.1294,2.3035,6998424982.57,0.078,71543015.96,48150081.75,2012-07-31,0.014641634195300469
1317,002292.XSHE,59.4698,5.9418,8085504000.0,2.1215,2.3791,9404605437.13,0.08,267810140.57,228023252.72,2012-07-31,-0.01823600805026816
1318,002294.XSHE,23.3316,4.8492,10769606400.0,4.9884,5.7403,10290819245.7,0.35,414950938.75,268881214.84,2012-07-31,-0.11534002063632215
1319,002304.XSHE,28.4198,13.0547,152928000000.0,11.2245,20.1158,138888544032.0,2.46,5961705523.68,3032872053.3,2012-07-31,-0.13848901905358818
1320,002310.XSHE,32.2984,7.6405,16845537446.0,5.4578,11.9062,20295149670.1,0.4,1509265738.76,1186687232.92,2012-07-31,-0.003574729516663947
1321,002352.XSHE,34.9625,2.1611,1529374827.0,1.2182,1.6780000000000002,1810110276.68,0.16,181164418.37,170834262.05,2012-07-31,0.1348600508905853
1322,002385.XSHE,27.1842,4.4063,16248432000.0,4.1034,5.0057,14816889232.1,0.45,2102886613.18,1883406244.28,2012-07-31,-0.10162779453411007
1323,002411.XSHE,37.1916,3.4151,2760858000.0,1.8145,2.496,2723191041.85,0.08,248326413.49,226432967.52,2012-07-31,0.037847124285238135
1324,002415.XSHE,32.0483,7.5869,53960000000.0,4.2396,4.9761,43265127029.0,0.35,1292678630.79,936229586.55,2012-07-31,-0.03335126412049488
1325,002424.XSHE,35.665,3.7995,7634592000.0,1.9749,2.9872,7622925474.61,0.12,293591819.29,220411047.28,2012-07-31,0.14293445696503462
1326,002426.XSHE,39.813,1.9249,2510570700.0,1.0742,1.4803,3371324193.94,0.0485,376287714.53,351709125.1,2012-07-31,0.00957995578481949
1327,002450.XSHE,43.8268,3.9453,11029236000.0,2.2171,4.2567,8934809246.08,0.0861,407522741.93,345793834.15,2012-07-31,0.12867308282993764
1328,002456.XSHE,46.2231,5.4469,5767680000.0,0.8529,2.097,5733836604.51,0.11,363020414.35,339905413.88,2012-07-31,0.16977372509287397
1329,002460.XSHE,55.1907,4.8045,3495000000.0,1.9973,2.3468,3503091110.42,0.115,144125080.29,124929555.69,2012-07-31,-0.04593051761574556
1330,002465.XSHE,30.2257,1.7668,7378319457.0,0.2542,0.3474,8382965375.25,0.04,212327536.44,206187488.56,2012-07-31,0.0806679475587703
1331,002466.XSHE,100.2502,4.2663,4229190000.0,1.9568,2.2026,4739931382.83,0.15,201537376.69,178648379.51,2012-07-31,0.03163107489144011
1332,002468.XSHE,-140.9148,3.0171,2170368000.0,0.0584,0.1392,2333032620.84,0.0046,247213484.53,245821950.59,2012-07-31,-0.1698548406938122
1333,002470.XSHE,19.457,3.0485,10010000000.0,2.9529,5.4186,12073446505.5,0.24,2214524463.41,2015681524.97,2012-07-31,0.06714530709531141
1334,002475.XSHE,39.3725,5.4372,10292436000.0,1.402,1.7654,8930860101.36,0.13,592599447.08,539293199.6,2012-07-31,0.13051774583386347
1335,002500.XSHE,119.0502,3.2691,19774352000.0,0.4168,0.8942,22061679213.0,0.02,251344613.0,180104697.0,2012-07-31,0.0
1336,002508.XSHE,20.2426,2.7574,4316160000.0,5.2901,6.9253,5022105318.67,0.42,858811164.74,741073582.77,2012-07-31,0.14059107220406392
1337,002555.XSHE,74.0017,1.7163,1319900000.0,0.3859,0.4202,1444090552.24,0.024,82715424.03,78883280.61,2012-07-31,-0.012165867032213774
1338,002558.XSHE,28.9722,2.2794,1310785000.0,-1.6469,-1.6938,1415646518.43,-0.17,40902349.66,51859838.68,2012-07-31,0.08625704417378656
1339,002572.XSHE,28.2635,2.9201,3959000000.0,0.9173,1.0094,4158755255.63,0.13,140682942.92,123956491.97,2012-07-31,-0.01729786697825736
1340,002601.XSHE,18.755,2.4831,5226400000.0,3.5956,4.8416,8991137672.75,1.06,669412182.1,551912237.84,2012-07-31,-0.10359933533830462
1341,002602.XSHE,15.5729,1.1552,1795500000.0,1.6765,1.8521,2622316593.34,0.1648,228839761.06,194685061.22,2012-07-31,0.005841646445582906
1342,002608.XSHE,24.0396,1.1421,2302020000.0,0.132,0.3703,6818935102.12,0.05,565234185.78,559538599.53,2012-07-31,-0.0191529761413357
1343,002624.XSHE,31.3747,2.4942,1200000000.0,1.6138,2.2188,1542314026.58,0.11,80621753.63,72775394.49,2012-07-31,0.3566720053949255
1344,002673.XSHE,165.706,3.2868,16392000000.0,0.5717,1.7808,6715717672.75,0.06,209165829.95,131649025.25,2012-07-31,-0.053444159201479255
1345,300003.XSHE,20.4343,3.7378,9126880000.0,5.7318,6.204,10774446951.8,0.1793,289918261.67,123649664.87,2012-07-31,-0.09251515207339317
1346,300015.XSHE,46.8635,6.1418,8608080000.0,2.7445,3.4158,8831395531.19,0.11,354554855.84,288058012.37,2012-07-31,-0.04664758018892184
1347,300017.XSHE,37.0306,3.2808,2604679291.0,4.2109,4.5079,2545359503.59,0.23,353644504.02,320792054.45,2012-07-31,0.15449996028278667
1348,300024.XSHE,34.0682,5.2446,6667584000.0,5.1787,6.8512,6934585459.31,0.28,513641747.47,433309450.96,2012-07-31,0.041067270234390274
1349,300027.XSHE,38.6729,5.5609,9465120000.0,0.9916,1.6893,9534879793.22,0.05,235875166.41,204571828.68,2012-07-31,0.04664768720453414
1350,300033.XSHE,54.7375,2.2701,2538816000.0,0.9061,1.0008,2257611390.12,0.08,50917741.85,40270708.33,2012-07-31,-0.07569241738897918
1351,300059.XSHE,39.6693,2.0788,3581760000.0,1.3206,1.4101,4273739899.61,0.07,67819977.95,46158073.31,2012-07-31,-0.021500930328716188
1352,300070.XSHE,44.0237,4.8336,16075567200.0,2.0304,2.4483,17388706710.9,0.15,466208037.87,359154882.05,2012-07-31,0.12036613272311207
1353,300072.XSHE,35.2224,3.4951,4104794000.0,0.2171,0.3688,4316985020.27,0.022000000000000002,179467591.78,172145159.2,2012-07-31,0.07487738419618535
1354,300122.XSHE,49.7173,4.5478,10308000000.0,1.4628,1.5792,8818845292.01,0.09,138570988.44,98059519.84,2012-07-31,0.07373344710976275
1355,300124.XSHE,22.4371,2.7826,7002288000.0,2.1729,2.3480000000000003,10214400925.8,0.28,213819647.39,165364417.05,2012-07-31,0.09828203292770224
1356,300136.XSHE,27.8757,2.3706,1588079400.0,1.1802,1.2451,2448544890.89,0.0634,28700242.35,19390460.39,2012-07-31,0.18138180249177488
1357,300144.XSHE,31.814,2.8284,7800408000.0,4.1394,4.6625,8281751980.02,0.23,239641352.29,110637939.28,2012-07-31,-0.05899575721448859
1358,300251.XSHE,27.0677,3.0274,5328752000.0,4.3782,4.591,5679763263.76,0.16,278254170.11,190529274.37,2012-07-31,0.1561424812790934
1359,300315.XSHE,47.2712,3.6152,3094810600.0,4.4939,4.7449,8380464.43,0.09,41603138.04,28919452.75,2012-07-31,0.37918791556387577
1360,600000.XSHG,4.5217,0.8827,142885591039.0,0.289,5.1603,2799225557740.0,0.423,19909000000.0,9603000000.0,2012-07-31,-0.006532779316712782
1361,600008.XSHG,18.8883,1.8714,9812000000.0,0.4233,1.0089,21677701668.3,0.0249,607409189.34,529350839.54,2012-07-31,-0.0403312226010716
1362,600009.XSHG,15.7779,1.6154,24164058938.0,2.0705,2.3665,27825488226.7,0.19,1101307848.65,760376430.4,2012-07-31,0.002815202091292916
1363,600010.XSHG,225.3613,2.5146,32118218295.0,0.0206,0.0835,79776896360.3,0.0017,9165617342.09,8919140440.55,2012-07-31,0.02200157960058679
1364,600015.XSHG,5.465,0.8787,60277586829.0,0.1885,3.612,1249637240420.0,0.34,9036740503.56,5879703311.15,2012-07-31,-0.006821212432044243
1365,600018.XSHG,12.6271,1.2646,56660397329.0,1.3895,2.0146,92777221738.6,0.0405,5976282242.2,4589726392.39,2012-07-31,-0.0040080160320641
1366,600019.XSHG,6.1846,0.6532,73550601970.0,0.5347,1.14,210322921373.0,0.07,47419467218.9,46461271812.8,2012-07-31,0.03809702794855965
1367,600021.XSHG,17.8939,1.6601,10484722359.0,0.7751,2.8484,32325290666.6,0.0806,4042144531.97,3958971520.26,2012-07-31,-0.012236384704519213
1368,600031.XSHG,11.4921,4.0559,90441040092.0,5.1604,13.3127,130416769526.0,0.369,14677802000.0,11382118000.0,2012-07-31,-0.15070266102457247
1369,600038.XSHG,39.9969,3.1461,4881454500.0,0.3834,0.8241,7812458142.48,0.0369,262974959.08,245346755.47,2012-07-31,0.09983517777254536
1370,600048.XSHG,13.0262,2.2291,81373136057.0,0.336,1.5103,233097814953.0,0.09,4919743750.55,3929666459.69,2012-07-31,-0.1745695888450824
1371,600050.XSHG,44.5987,1.0624,75459883166.0,0.2176,0.4707,328606829149.0,0.0158,62984181231.0,61725116598.0,2012-07-31,0.061795753765864124
1372,600061.XSHG,-137.59,3.2027,1832184154.0,-1.0279,-2.5613,3528098596.67,-0.03,582738764.15,596540538.68,2012-07-31,0.09134672672243256
1373,600066.XSHG,12.071,2.6614,16080534252.0,2.5526,5.3014,21325967847.2,0.36,3969350239.14,3707524481.45,2012-07-31,0.01797534726748641
1374,600068.XSHG,12.8533,1.6788,19773892400.0,0.6982,3.7066,79342061520.6,0.121,11668606214.3,11196401912.3,2012-07-31,-0.07407113684127041
1375,600074.XSHG,-20.496,6.9312,1930823136.0,-1.8624,-11.8176,4314258590.69,-0.064,421138059.53,471941590.42,2012-07-31,0.12329466357308598
1376,600085.XSHG,46.1661,6.2574,22460633239.0,3.1154,4.2821,20680431306.5,0.11699999999999999,2296556030.78,2016539174.47,2012-07-31,-0.01970965028532685
1377,600089.XSHG,15.6398,1.2912,16999360968.0,1.5722,4.205,38770001137.6,0.2075,9831989841.58,9389957618.52,2012-07-31,-0.0852747577841877
1378,600100.XSHG,20.8475,1.7875,15285421521.0,0.2216,0.5208,38708578494.9,0.0224,4020143891.47,4072174962.04,2012-07-31,0.00649966333667705
1379,600104.XSHG,6.8035,1.2892,141127252851.0,2.9431,5.3119,340428836843.0,0.509,123966662318.0,116201620529.0,2012-07-31,-0.1132782725820429
1380,600109.XSHG,51.0905,3.449,11522789268.0,0.7593,2.1984,17597025781.8,0.07200000000000001,337107295.73,238574384.7,2012-07-31,0.019961319398853743
1381,600111.XSHG,28.0351,12.6961,86103664200.0,9.3976,19.3497,88271681526.4,0.997,3570219450.38,1612091166.01,2012-07-31,-0.11279909013462043
1382,600118.XSHG,40.2797,4.7591,9972594661.0,0.8497,1.8134,14547426192.2,0.05,670142734.29,622279584.86,2012-07-31,-0.10661055971094642
1383,600153.XSHG,7.2866,1.5762,14142584683.0,0.8557,4.5964,62581428642.6,0.17,18628905312.2,17952728159.5,2012-07-31,-0.16771245013017655
1384,600157.XSHG,28.1802,2.02,16049440532.0,0.8003,2.6635,27294861313.9,0.2112,970204019.74,720243027.83,2012-07-31,-0.1982608163140329
1385,600170.XSHG,9.28,1.3052,14246373520.0,0.4611,2.7714,66841588224.1,0.25,20365345445.1,20011942583.6,2012-07-31,0.0681854991092155
1386,600177.XSHG,10.6035,1.5277,19171126694.0,0.599,2.055,57676369219.8,0.115,2054471429.54,1879530964.57,2012-07-31,-0.1370403438466808
1387,600196.XSHG,20.839000000000002,2.0564,20853096386.0,1.9348,3.3935,26421983330.8,0.18,1646238552.83,1584756759.33,2012-07-31,0.0
1388,600208.XSHG,17.1018,2.1276,22048040831.0,0.5526,2.0487,49141417362.3,0.033,964049103.43,1040132389.08,2012-07-31,-0.053529937444146684
1389,600219.XSHG,13.6547,0.8125,12746078122.0,1.0168,1.2232,18002541169.9,0.1,3402749050.88,3151651601.63,2012-07-31,-0.04249958698166199
1390,600221.XSHG,7.2255,1.2237,17780865757.0,0.2167,1.2249,82492049502.0,0.04,7062034000.0,6865138000.0,2012-07-31,-0.09515940902021773
1391,600233.XSHG,17.0291,1.891,1780350000.0,1.7132,1.6469999999999998,1735184973.44,0.094,206917214.04,172420297.49,2012-07-31,-0.14736149798823894
1392,600271.XSHG,15.197000000000001,3.0260000000000002,14922144000.0,4.3123,4.8588,18513271273.5,0.26,2915919080.7,2550838337.42,2012-07-31,-0.031553431112200575
1393,600276.XSHG,36.6668,7.553999999999999,35427579257.0,6.2829999999999995,6.8975,29961133469.7,0.2686,1339998690.81,966945012.92,2012-07-31,0.048168493775037735
1394,600297.XSHG,256.7866,2.1118,1827000000.0,0.1716,0.4193,2606274860.86,0.0098,234036051.38,234961808.3,2012-07-31,0.04407001850709442
1395,600309.XSHG,15.3995,4.0762,28326584832.0,3.1341,5.8959,37559499515.5,0.2,3281137342.63,2622401638.28,2012-07-31,-0.04121547437084251
1396,600340.XSHG,9.9737,4.0224,15292489505.0,0.0139,0.5588,38310513150.0,0.03,778096872.97,770989818.52,2012-07-31,-0.03518194996840505
1397,600352.XSHG,12.495,1.0712,7650446995.0,0.5812,1.4802,16981042066.2,0.0697,2231967559.31,2136443022.09,2012-07-31,0.04992891193443179
1398,600369.XSHG,108.9266,2.2132,22877162436.0,0.9069,1.6069,27184750682.6,0.07,353087496.91,142827131.24,2012-07-31,-0.16243444055944048
1399,600372.XSHG,51.19,6.028,22271329018.0,1.2968,2.4922,22940717689.7,0.1071,871137897.04,769998615.21,2012-07-31,0.12692191271547548
1400,600373.XSHG,16.3303,2.3152,8389553816.0,2.0356,4.1281,12816204175.6,0.28,2401087589.62,2287018472.11,2012-07-31,0.052056652101853146
1401,600376.XSHG,8.618,1.3843,16620786000.0,-0.0223,-0.045,65300748642.8,-0.0036,708776144.79,775209405.24,2012-07-31,-0.13219359875097586
1402,600383.XSHG,8.4831,1.2301,25800604460.0,0.2127,0.7542,92493826149.4,0.03,1743229276.88,1485877638.51,2012-07-31,-0.12999221603496794
1403,600390.XSHG,-19.4703,3.6423,1979818500.0,0.7631,1.9701,2789440645.03,0.067,196027470.48,195986125.22,2012-07-31,-0.03233629749393683
1404,600406.XSHG,28.0623,8.0222,25145591061.0,1.1155,2.3155,36416553167.2,0.07,772541621.7,727931330.93,2012-07-31,-0.05827025616167656
1405,600415.XSHG,29.6384,2.4431,19350626396.0,1.1698,2.6766,29642086636.4,0.08,755214353.52,486293040.8,2012-07-31,-0.056266977105161015
1406,600436.XSHG,44.816,10.9023,13773200000.0,5.0915,7.4887,10256644692.2,0.64,264011555.68,156957357.45,2012-07-31,-0.04777459474566802
1407,600482.XSHG,41.5465,2.7243,3333030000.0,0.5898,1.5879,5941132982.5,0.04,1166144978.95,1144013580.12,2012-07-31,0.02074495163753607
1408,600485.XSHG,79.6809,2.1611,1022764680.0,-2.0981,-2.952,1449712187.25,-0.10300000000000001,32199862.62,49022503.75,2012-07-31,0.0027132256182763504
1409,600489.XSHG,23.2308,4.5561,42304008568.0,2.8198,4.6944,47042907876.8,0.21,6438710318.35,5730826275.79,2012-07-31,-0.01818723911747166
1410,600498.XSHG,21.7828,2.2157,11205252418.0,0.9118,2.3115,17217620696.2,0.21,1429432052.89,1425590552.38,2012-07-31,-0.0417582417582418
1411,600518.XSHG,25.7694,3.3422,32914755811.0,2.5774,4.2814,34397359665.4,0.184,2551434522.45,2087876882.49,2012-07-31,-0.03005391026275955
1412,600519.XSHG,23.5768,9.1909,255849079200.0,8.7773,11.2148,211355473106.0,2.86,6015967741.62,1843049067.42,2012-07-31,-0.10826146276652784
1413,600522.XSHG,15.9487,1.2637,5445817644.0,1.1703,1.7577,9220061057.76,0.195,1234640715.37,1144572787.57,2012-07-31,0.09963539940338093
1414,600535.XSHG,36.225,6.5009,23703738909.0,2.1696,4.0151,20927178640.8,0.2859,2128841318.42,1966361342.09,2012-07-31,0.07189581215555248
1415,600547.XSHG,21.1025,6.9487,47672925668.0,4.8732,10.3158,51728592692.9,0.43,12899659038.7,12109277230.5,2012-07-31,0.0008953727867792347
1416,600549.XSHG,26.9683,6.5743,23971597000.0,1.3185,3.0968,34412566463.1,0.1588,1845683662.4,1629995758.71,2012-07-31,0.11977273339257352
1417,600570.XSHG,32.7937,6.5946,7984005120.0,1.9521,2.6336,7851355946.51,0.05,142264798.16,135482139.71,2012-07-31,-0.06094180612693215
1418,600583.XSHG,34.1694,2.3812,22753224000.0,0.2721,0.5169,29685386909.9,0.01,1303247330.09,1238728448.04,2012-07-31,-0.04273615393187479
1419,600588.XSHG,24.2712,4.7904,13335124625.0,2.6354,4.6913,16918769196.4,0.13699999999999998,1715368930.0,1636986340.0,2012-07-31,0.05359546025479993
1420,600606.XSHG,20.7573,1.5264,3265416561.0,0.2881,0.7433,5517202698.02,0.032,115805121.9,112619224.86,2012-07-31,-0.031742798458691816
1421,600637.XSHG,35.3717,5.5264,15725953379.0,7.7898,9.4418,15004710910.0,0.2304,916616248.77,650851889.72,2012-07-31,0.08286260600487518
1422,600649.XSHG,8.6259,1.1571,15475371823.0,3.6814,7.882999999999999,27325120304.7,0.44,619725068.28,577880452.18,2012-07-31,-0.017370190511766973
1423,600660.XSHG,10.2285,2.4098,14842128720.0,5.8955,11.9174,21329930507.2,0.37,4874089645.0,3976111887.0,2012-07-31,-0.0431838155468628
1424,600663.XSHG,41.4907,1.9183,20955414480.0,1.5276,3.7833,38903543496.4,0.2206,1358183656.03,926947375.19,2012-07-31,-0.0427788308827296
1425,600674.XSHG,40.2389,1.4943,12191058273.0,0.2169,0.1683,19141923365.6,0.0122,301381443.7,208269997.95,2012-07-31,0.06475022898611997
1426,600682.XSHG,16.9166,2.2331,2934654600.0,3.6007,9.965,5092026175.57,0.34,768060956.59,723957344.88,2012-07-31,-0.05738733313259056
1427,600690.XSHG,9.9574,3.0835,30019725897.0,2.1554,7.1778,53503357857.4,0.231,18688577124.1,17847172945.7,2012-07-31,-0.06529036926849872
1428,600703.XSHG,19.962,3.3048,18829939639.0,2.0803,3.5509,20244483103.0,0.14,510363394.92,391521797.54,2012-07-31,0.14340650846409514
1429,600704.XSHG,10.243,1.3076,4711473775.0,1.0948,5.2072,25681020001.5,0.2727,9153023903.26,8791542822.28,2012-07-31,0.06543047326457467
1430,600739.XSHG,8.79,1.9524,20006645903.0,2.0211,2.4765,26270310250.8,0.18,2422708225.08,2231474376.26,2012-07-31,-0.0013655296402275293
1431,600741.XSHG,7.5124,1.3168,22938817554.0,3.3338,4.7342,43624947114.0,0.312,14085715564.3,12893815095.9,2012-07-31,-0.05969317374280656
1432,600795.XSHG,10.8522,1.5019,40334610660.0,0.2112,1.0661,190490708000.0,0.019,12857986039.3,12664736298.8,2012-07-31,-0.030510060832943345
1433,600804.XSHG,48.4481,2.1597,7883838490.0,0.8694,1.7254,12357460826.0,0.05,565191869.71,521793468.8,2012-07-31,0.010200140449438287
1434,600816.XSHG,30.064,11.929,7320249621.0,5.6912,9.9392,6983452998.03,0.1204,83134989.17,22323302.48,2012-07-31,0.0
1435,600820.XSHG,9.9826,0.955,9908770703.0,0.3156,0.9623,22116762484.2,0.1,2549681908.93,2672793581.5,2012-07-31,-0.0550565729616236
1436,600827.XSHG,12.9114,1.403,16415384517.0,1.5513,3.8543,41647511209.8,0.25,14549167451.1,13874579178.5,2012-07-31,-0.06610839249201644
1437,600837.XSHG,31.6976,1.6130000000000002,91725781693.0,1.0595,2.2975,133216881784.0,0.13,2426157382.87,995711024.92,2012-07-31,-0.12156005522319377
1438,600886.XSHG,65.6905,1.3159999999999998,15090737406.0,-0.0622,-0.5603,115402032417.0,-0.0279,5763218031.3,5777896338.51,2012-07-31,0.0
1439,600887.XSHG,17.127,4.7085,30054535400.0,2.1498,6.5963,46688132249.9,0.26,10257911192.5,9796665340.78,2012-07-31,0.07021501333763
1440,600893.XSHG,50.9797,3.0165,12126950117.0,0.5219,1.1546,19752194049.5,0.04,1158524709.32,1104269298.21,2012-07-31,-0.0071853320118930065
1441,600895.XSHG,22.1988,1.9314,11553224043.0,0.28600000000000003,0.7589,22456799108.3,0.03,311710318.0,293340428.51,2012-07-31,-0.05228666451495211
1442,600900.XSHG,13.8126,1.6302,108570000000.0,0.2635,0.6029,192759038994.0,0.0251,3378420338.23,3355985197.84,2012-07-31,-0.016716817118020703
1443,600999.XSHG,34.1467,2.0755,50572933145.0,0.7475,2.1517,100557773254.0,0.1153,1250986560.19,582935562.64,2012-07-31,-0.08510616357130339
1444,601006.XSHG,7.6009,1.3949,88011405627.0,3.6061,5.2949,137599902247.0,0.23,11190000000.0,7210240627.0,2012-07-31,0.011820485929033198
1445,601009.XSHG,6.4274,1.0601,24464009519.0,0.3533,4.6667,309841573304.0,0.35,2243664537.4,966257999.57,2012-07-31,-0.03885383034928093
1446,601012.XSHG,33.8558,1.1469,3403471680.0,0.3002,0.557,2123461305.97,0.06,473394507.46,469216911.74,2012-07-31,0.03167486259762805
1447,601018.XSHG,11.5849,1.2378,32000000000.0,2.3744,3.1272,38654335000.0,0.06,1735781000.0,1180573000.0,2012-07-31,-0.007998927518098144
1448,601099.XSHG,106.0649,4.4845,9806112976.0,0.3172,0.77,13315362572.8,0.011000000000000001,117588402.39,95597271.09,2012-07-31,-0.07755367599219253
1449,601117.XSHG,10.1161,1.7638,28808720000.0,0.9144,2.707,59164148213.5,0.08,9731599427.76,9226101636.95,2012-07-31,0.003427733479974327
1450,601118.XSHG,50.0012,2.6963,24098081908.0,0.9353,1.1065,27843058985.1,0.0257,1820394461.7,1709541809.62,2012-07-31,-0.027739205184156537
1451,601166.XSHG,4.4317,1.0438,134614410952.0,0.3304,6.9308,2635764996300.0,0.77,19232000000.0,8272000000.0,2012-07-31,-0.013620123951877495
1452,601169.XSHG,6.4834,0.9843,66441204519.0,0.3445,5.8187,1005911409890.0,0.46,6302155000.0,2008676000.0,2012-07-31,-0.02781128960568929
1453,601216.XSHG,18.2045,1.5543,8000000000.0,0.9826,1.4061,12462039623.6,0.1108,827855109.41,717824914.59,2012-07-31,-0.004789631855747448
1454,601377.XSHG,54.175,2.6044,21670000000.0,0.8405,1.9675,34349107643.4,0.08,665592370.19,418762187.2,2012-07-31,-0.11471747999908825
1455,601555.XSHG,116.2127,2.2359,16460000000.0,0.38799999999999996,0.8239,23704200365.4,0.03,320529947.63,235991221.73,2012-07-31,-0.13608523341396878
1456,601608.XSHG,13.1299,2.9792,11672400000.0,6.521,26.4311,9057252027.57,0.4,7041100811.75,6221814526.67,2012-07-31,-0.1149946539837039
1457,601668.XSHG,6.5454,1.0126,93600000000.0,0.7253,2.8237,467040037000.0,0.09,105476298000.0,101416804000.0,2012-07-31,-0.028855197321395062
1458,601669.XSHG,8.7863,1.1574,33504000000.0,0.4454,2.6094,174138584900.0,0.0751,24200005946.4,23319338830.8,2012-07-31,-0.10889570552147236
1459,601688.XSHG,30.9191,1.7437,52528000000.0,0.5604,1.4358,104192971838.0,0.09,1574431733.53,943954487.43,2012-07-31,-0.08741800130015949
1460,601718.XSHG,17.7601,1.2494,11995270000.0,1.4056,2.2728,18723439946.3,0.0555,6596203973.24,6351597744.91,2012-07-31,-0.07074332483563654
1461,601788.XSHG,36.9666,2.151,45972100000.0,0.7373,1.5641,68819921006.2,0.0996,969374473.1,528355269.81,2012-07-31,-0.18215481022573526
1462,601818.XSHG,5.1615,1.0782,112408716200.0,0.3662,6.8882,2020071178500.0,0.17,15095000000.0,5886000000.0,2012-07-31,-0.0035881503522513392
1463,601872.XSHG,247.0696,0.9445,11630634638.0,0.278,0.4818,20452841358.0,0.02,814719705.0,784805534.0,2012-07-31,-0.040602074373893175
1464,601877.XSHG,15.3056,3.4263,14954400000.0,2.4251,4.0678,18482419229.3,0.2,2070270399.47,1777865555.49,2012-07-31,-0.023521806674938226
1465,601888.XSHG,26.8558,4.8021,24780800000.0,4.6813,6.906000000000001,24608740256.7,0.3806,3322266802.89,2852938866.9,2012-07-31,-0.03515410068363572
